260000000000,280000000000,759834498,3777740,756056758,260000022749,279999996433,dfb78e0ac2c9cdd3,235607158,2549,268918032248,593340,260000000017,9,260000086111,357,260000022749,279999996433,24.76
280000000000,300000000000,757780384,3710996,754069388,280000001791,299999992451,46b172584f8bf7c9,237995138,2521,292044518482,590560,280000000031,9,280000064809,455,280000001791,299999992451,24.78
300000000000,320000000000,755869245,3652694,752216551,300000005971,319999998751,edc2fdf7438fe34d,240341306,2473,306741283858,587294,300000000077,9,300000024197,333,300000005971,319999998751,24.80
320000000000,340000000000,754092434,3596742,750495692,320000007289,339999989059,cb87967cf7067e2b,242442592,2557,328259342386,583967,320000000027,9,320000041661,361,320000007289,339999989059,24.85
340000000000,360000000000,752411386,3548017,748863369,340000005347,359999993399,4699a82760db7838,244528282,3037,357304776394,581494,340000000009,9,340000213393,299,340000005347,359999993399,24.95
360000000000,380000000000,750842848,3503771,747339077,360000022121,379999997603,d20d1d491cb64bb6,246441864,2593,372777694378,578432,360000000007,9,360000028517,291,360000022121,379999997603,25.16
380000000000,400000000000,749350609,3459904,745890705,380000003501,399999981503,b7269f315b9e8657,248273526,2791,395327811352,576243,380000000041,9,380000031581,529,380000003501,399999981503,25.21
400000000000,420000000000,747966168,3417278,744548890,400000000261,419999992901,81af8755a94f5ddd,249972350,2819,419085029054,573709,400000000019,9,400000059169,267,400000000261,419999992901,25.05
420000000000,440000000000,746641421,3382342,743259079,420000003233,439999997471,34c6e33b4999c6d1,251656261,2671,428032242952,570020,420000000019,9,420000003221,427,420000003233,439999997471,25.30
440000000000,460000000000,745362940,3340811,742022129,440000005871,459999992867,e83814913aea3758,253200689,2677,450536846446,568390,440000000023,9,440000082103,371,440000005871,459999992867,25.06
460000000000,480000000000,744151675,3307460,740844215,460000009829,479999994443,3a606194487a7eab,254821343,2647,471863780746,566707,460000000003,15,460000041203,441,460000009829,479999994443,25.03
480000000000,500000000000,743008281,3273685,739734596,480000000881,499999981783,7a2c6ee81bbb13d4,256213460,3307,496562420542,563526,480000000019,9,480000008021,259,480000000881,499999981783,25.31
500000000000,520000000000,741911828,3245802,738666026,500000000809,519999995873,fa49a48d6c17e285,257650443,2963,503533515176,562135,500000000023,9,500000025533,381,500000000809,519999995873,25.11
520000000000,540000000000,740856491,3215567,737640924,520000017289,539999996089,bd81be423bf0a5f6,258985408,2593,532005261874,560731,520000000001,25,520000064161,299,520000017289,539999996089,25.46
